-0.083526,-0.27368,0.933
-0.081749,-0.27368,0.933
-0.080229,-0.27456,0.936
-0.078446,-0.27456,0.936
-0.088667,-0.27132,0.931
-0.086893,-0.27132,0.931
-0.085303,-0.2719,0.933
-0.093684,-0.26868,0.928
-0.091916,-0.26868,0.928
-0.090149,-0.26868,0.928
-0.088667,-0.26955,0.931
-0.086893,-0.26955,0.931
-0.08512,-0.26955,0.931
-0.097533,-0.26777,0.931
-0.09576,-0.26777,0.931
-0.093684,-0.26691,0.928
-0.091916,-0.26691,0.928
-0.090149,-0.26691,0.928
-0.088667,-0.26777,0.931
-0.086893,-0.26777,0.931
-0.084846,-0.26691,0.928
-0.10108,-0.266,0.931
-0.099307,-0.266,0.931
-0.097533,-0.266,0.931
-0.09576,-0.266,0.931
-0.093684,-0.26514,0.928
-0.091916,-0.26514,0.928
-0.090149,-0.26514,0.928
-0.08819,-0.26457,0.926
-0.086427,-0.26457,0.926
-0.10463,-0.26423,0.931
-0.10252,-0.26338,0.928
-0.10075,-0.26338,0.928
-0.098987,-0.26338,0.928
-0.09701,-0.26281,0.926
-0.095246,-0.26281,0.926
-0.093482,-0.26281,0.926
-0.091718,-0.26281,0.926
-0.089663,-0.26196,0.923
-0.087905,-0.26196,0.923
-0.086147,-0.26196,0.923
-0.061509,-0.25458,0.897
-0.0598,-0.25458,0.897
-0.058415,-0.256,0.902
-0.056697,-0.256,0.902
-0.050101,-0.25742,0.907
-0.048373,-0.25742,0.907
-0.044918,-0.25742,0.907
-0.04319,-0.25742,0.907
-0.041463,-0.25742,0.907
-0.039823,-0.25798,0.909
-0.10583,-0.26104,0.926
-0.10406,-0.26104,0.926
-0.1023,-0.26104,0.926
-0.10054,-0.26104,0.926
-0.098773,-0.26104,0.926
-0.09701,-0.26104,0.926
-0.095246,-0.26104,0.926
-0.093482,-0.26104,0.926
-0.091421,-0.2602,0.923
-0.089663,-0.2602,0.923
-0.087905,-0.2602,0.923
-0.086147,-0.2602,0.923
-0.066486,-0.2523,0.895
-0.064781,-0.2523,0.895
-0.063217,-0.25287,0.897
-0.061509,-0.25287,0.897
-0.059933,-0.25343,0.899
-0.058221,-0.25343,0.899
-0.056509,-0.25343,0.899
-0.054979,-0.25428,0.902
-0.053261,-0.25428,0.902
-0.051657,-0.25484,0.904
-0.049935,-0.25484,0.904
-0.048213,-0.25484,0.904
-0.046491,-0.25484,0.904
-0.04477,-0.25484,0.904
-0.043048,-0.25484,0.904
-0.041463,-0.25569,0.907
-0.039735,-0.25569,0.907
-0.024613,-0.2602,0.923
-0.10759,-0.25928,0.926
-0.10583,-0.25928,0.926
-0.10373,-0.25844,0.923
-0.10197,-0.25844,0.923
-0.10021,-0.25844,0.923
-0.098453,-0.25844,0.923
-0.096695,-0.25844,0.923
-0.094937,-0.25844,0.923
-0.093179,-0.25844,0.923
-0.091223,-0.25788,0.921
-0.089469,-0.25788,0.921
-0.087714,-0.25788,0.921
-0.08596,-0.25788,0.921
-0.080084,-0.25592,0.914
-0.078343,-0.25592,0.914
-0.076602,-0.25592,0.914
-0.073878,-0.25256,0.902
-0.07216,-0.25256,0.902
-0.070442,-0.25256,0.902
-0.068724,-0.25256,0.902
-0.066783,-0.25172,0.899
-0.06507,-0.25172,0.899
-0.063358,-0.25172,0.899
-0.061851,-0.25256,0.902
-0.060133,-0.25256,0.902
-0.058415,-0.25256,0.902
-0.056697,-0.25256,0.902
-0.054979,-0.25256,0.902
-0.053261,-0.25256,0.902
-0.051543,-0.25256,0.902
-0.049825,-0.25256,0.902
-0.048213,-0.25312,0.904
-0.046491,-0.25312,0.904
-0.04477,-0.25312,0.904
-0.043048,-0.25312,0.904
-0.041326,-0.25312,0.904
-0.024507,-0.25732,0.919
-0.11374,-0.25946,0.933
-0.11196,-0.25946,0.933
-0.10995,-0.25891,0.931
-0.10759,-0.25752,0.926
-0.10583,-0.25752,0.926
-0.10373,-0.25668,0.923
-0.10197,-0.25668,0.923
-0.10021,-0.25668,0.923
-0.098453,-0.25668,0.923
-0.096695,-0.25668,0.923
-0.094731,-0.25613,0.921
-0.092775,-0.25557,0.919
-0.091025,-0.25557,0.919
-0.089274,-0.25557,0.919
-0.087524,-0.25557,0.919
-0.085493,-0.25474,0.916
-0.083566,-0.25418,0.914
-0.081556,-0.25334,0.911
-0.079646,-0.25279,0.909
-0.077486,-0.2514,0.904
-0.075345,-0.25001,0.899
-0.073632,-0.25001,0.899
-0.07192,-0.25001,0.899
-0.070208,-0.25001,0.899
-0.068495,-0.25001,0.899
-0.066783,-0.25001,0.899
-0.06507,-0.25001,0.899
-0.063358,-0.25001,0.899
-0.061851,-0.25084,0.902
-0.060133,-0.25084,0.902
-0.058415,-0.25084,0.902
-0.056697,-0.25084,0.902
-0.054979,-0.25084,0.902
-0.053261,-0.25084,0.902
-0.051657,-0.2514,0.904
-0.049935,-0.2514,0.904
-0.048213,-0.2514,0.904
-0.046491,-0.2514,0.904
-0.04477,-0.2514,0.904
-0.043048,-0.2514,0.904
-0.041326,-0.2514,0.904
-0.026171,-0.25474,0.916
-0.024427,-0.25474,0.916
-0.022682,-0.25474,0.916
-0.021006,-0.25557,0.919
-0.11527,-0.25713,0.931
-0.11349,-0.25713,0.931
-0.11172,-0.25713,0.931
-0.10995,-0.25713,0.931
-0.10759,-0.25575,0.926
-0.10583,-0.25575,0.926
-0.10373,-0.25492,0.923
-0.10197,-0.25492,0.923
-0.099994,-0.25437,0.921
-0.09824,-0.25437,0.921
-0.096486,-0.25437,0.921
-0.094526,-0.25382,0.919
-0.092775,-0.25382,0.919
-0.090728,-0.25299,0.916
-0.088983,-0.25299,0.916
-0.087238,-0.25299,0.916
-0.085027,-0.25161,0.911
-0.083291,-0.25161,0.911
-0.081377,-0.25106,0.909
-0.07947,-0.2505,0.907
-0.077057,-0.2483,0.899
-0.075177,-0.24774,0.897
-0.073469,-0.24774,0.897
-0.07176,-0.24774,0.897
-0.070051,-0.24774,0.897
-0.068495,-0.2483,0.899
-0.066783,-0.2483,0.899
-0.06507,-0.2483,0.899
-0.06357,-0.24912,0.902
-0.061851,-0.24912,0.902
-0.060133,-0.24912,0.902
-0.058415,-0.24912,0.902
-0.056697,-0.24912,0.902
-0.054979,-0.24912,0.902
-0.053261,-0.24912,0.902
-0.051543,-0.24912,0.902
-0.049825,-0.24912,0.902
-0.048107,-0.24912,0.902
-0.046389,-0.24912,0.902
-0.04467,-0.24912,0.902
-0.043048,-0.24968,0.904
-0.041326,-0.24968,0.904
-0.039604,-0.24968,0.904
-0.038008,-0.2505,0.907
-0.032825,-0.2505,0.907
-0.031166,-0.25106,0.909
-0.029434,-0.25106,0.909
-0.027764,-0.25161,0.911
-0.026029,-0.25161,0.911
-0.024373,-0.25244,0.914
-0.022632,-0.25244,0.914
-0.020937,-0.25299,0.916
-0.11551,-0.25591,0.933
