-0.080427,-0.76405,2.639
-0.070373,-0.76405,2.639
-0.06032,-0.76405,2.639
-0.050267,-0.76405,2.639
-0.009901,-0.75247,2.599
0,-0.75826,2.619
0.009901,-0.75247,2.599
0.024943,-0.75826,2.619
0.034653,-0.75247,2.599
0.044897,-0.75826,2.619
0.059863,-0.75826,2.619
0.070373,-0.76405,2.639
0.085453,-0.76405,2.639
0.099771,-0.75826,2.619
0.10476,-0.75826,2.619
0.11474,-0.75826,2.619
0.1297,-0.75826,2.619
0.14467,-0.75826,2.619
0.14966,-0.75826,2.619
0.16588,-0.76405,2.639
0.17091,-0.76405,2.639
0.1874,-0.76984,2.659
0.19954,-0.75826,2.619
0.21112,-0.76405,2.639
0.21451,-0.75826,2.619
0.22449,-0.75826,2.619
-0.080427,-0.75903,2.639
-0.070373,-0.75903,2.639
-0.055293,-0.75903,2.639
-0.04524,-0.75903,2.639
-0.040213,-0.75903,2.639
-0.024752,-0.74752,2.599
-0.014851,-0.74752,2.599
-0.0049886,-0.75327,2.619
0.0099771,-0.75327,2.619
0.014851,-0.74752,2.599
0.019802,-0.74752,2.599
0.024943,-0.75327,2.619
0.029703,-0.74752,2.599
0.034653,-0.74752,2.599
0.044554,-0.74752,2.599
0.064851,-0.75327,2.619
0.0754,-0.75903,2.639
0.09048,-0.75903,2.639
0.099771,-0.75327,2.619
0.10975,-0.75327,2.619
0.11973,-0.75327,2.619
0.12471,-0.75327,2.619
0.13968,-0.75327,2.619
0.15465,-0.75327,2.619
0.16085,-0.75903,2.639
0.17593,-0.75903,2.639
0.19101,-0.75903,2.639
0.19604,-0.75903,2.639
0.21112,-0.75903,2.639
0.22117,-0.75903,2.639
0.23625,-0.75903,2.639
-0.0754,-0.754,2.639
-0.070373,-0.754,2.639
-0.060777,-0.75971,2.659
-0.040213,-0.754,2.639
-0.029486,-0.73714,2.58
-0.024571,-0.73714,2.58
-0.0099771,-0.74829,2.619
0,-0.274,0.959
0.0018267,-0.274,0.959
0.024943,-0.74829,2.619
0.049505,-0.74257,2.599
0.059406,-0.74257,2.599
0.06984,-0.74829,2.619
0.027657,-0.27657,0.968
0.029501,-0.27657,0.968
0.031345,-0.27657,0.968
0.033189,-0.27657,0.968
0.11059,-0.754,2.639
0.042495,-0.27714,0.97
0.044343,-0.27714,0.97
0.046333,-0.278,0.973
0.048187,-0.278,0.973
0.050194,-0.27886,0.976
0.052053,-0.27886,0.976
0.16588,-0.754,2.639
0.064667,-0.27714,0.97
0.066514,-0.27714,0.97
0.068362,-0.27714,0.97
0.070427,-0.278,0.973
0.07228,-0.278,0.973
0.20107,-0.754,2.639
0.21615,-0.754,2.639
0.2262,-0.754,2.639
-0.079817,-0.7433,2.619
-0.019802,-0.73762,2.599
-0.00544,-0.27019,0.952
-0.0036267,-0.27019,0.952
-0.0018171,-0.27075,0.954
0,-0.27161,0.957
0.0018267,-0.27217,0.959
0.0036533,-0.27217,0.959
0.014966,-0.7433,2.619
0.019954,-0.7433,2.619
0.0091905,-0.27388,0.965
0.011029,-0.27388,0.965
0.024093,-0.27615,0.973
0.025947,-0.27615,0.973
0.027714,-0.2753,0.97
0.029562,-0.2753,0.97
0.03141,-0.2753,0.97
0.033257,-0.2753,0.97
0.034924,-0.27388,0.965
0.036762,-0.27388,0.965
0.0388,-0.2753,0.97
0.040564,-0.27473,0.968
0.042408,-0.27473,0.968
0.044343,-0.2753,0.97
0.046333,-0.27615,0.973
0.048187,-0.27615,0.973
0.050194,-0.277,0.976
0.051893,-0.27615,0.973
0.053747,-0.27615,0.973
0.055314,-0.27473,0.968
0.057158,-0.27473,0.968
0.059124,-0.2753,0.97
0.060971,-0.2753,0.97
0.062819,-0.2753,0.97
0.064667,-0.2753,0.97
0.066926,-0.277,0.976
0.068785,-0.277,0.976
0.070644,-0.277,0.976
0.072503,-0.277,0.976
0.074362,-0.277,0.976
0.20609,-0.74897,2.639
0.21615,-0.74897,2.639
0.22117,-0.74897,2.639
-0.070373,-0.74395,2.639
-0.018324,-0.27119,0.962
-0.016491,-0.27119,0.962
-0.014659,-0.27119,0.962
-0.012827,-0.27119,0.962
-0.010994,-0.27119,0.962
-0.0091619,-0.27119,0.962
-0.0054686,-0.26978,0.957
-0.0036457,-0.26978,0.957
-0.0018229,-0.26978,0.957
0,-0.26978,0.957
0.0018229,-0.26978,0.957
0.0036457,-0.26978,0.957
0.00548,-0.27035,0.959
0.0073524,-0.27204,0.965
0.0091905,-0.27204,0.965
0.011029,-0.27204,0.965
0.012867,-0.27204,0.965
0.021989,-0.27119,0.962
0.025947,-0.27429,0.973
0.0278,-0.27429,0.973
0.029562,-0.27345,0.97
0.031345,-0.27288,0.968
0.033086,-0.27204,0.965
0.034924,-0.27204,0.965
0.036762,-0.27204,0.965
0.0388,-0.27345,0.97
0.040564,-0.27288,0.968
0.042408,-0.27288,0.968
0.044343,-0.27345,0.97
0.046333,-0.27429,0.973
0.048187,-0.27429,0.973
0.05004,-0.27429,0.973
0.051893,-0.27429,0.973
0.053747,-0.27429,0.973
0.055314,-0.27288,0.968
0.057158,-0.27288,0.968
0.059002,-0.27288,0.968
0.060971,-0.27345,0.97
0.06269,-0.27288,0.968
0.064533,-0.27288,0.968
0.06672,-0.27429,0.973
0.068785,-0.27514,0.976
0.070644,-0.27514,0.976
0.072503,-0.27514,0.976
0.074362,-0.27514,0.976
0.2262,-0.74395,2.639
0.23625,-0.74395,2.639
-0.019989,-0.26712,0.954
-0.018171,-0.26712,0.954
-0.016406,-0.26796,0.957
-0.014583,-0.26796,0.957
-0.01276,-0.26796,0.957
-0.010937,-0.26796,0.957
-0.0091143,-0.26796,0.957
-0.0072914,-0.26796,0.957
-0.0054514,-0.26712,0.954
-0.0036343,-0.26712,0.954
-0.0018171,-0.26712,0.954
0,-0.26712,0.954
0.0018171,-0.26712,0.954
0.0036343,-0.26712,0.954
0.0054686,-0.26796,0.957
0.0072914,-0.26796,0.957
0.0091333,-0.26852,0.959
0.01096,-0.26852,0.959
0.012787,-0.26852,0.959
0.014659,-0.26936,0.962
0.016491,-0.26936,0.962
0.021989,-0.26936,0.962
0.023821,-0.26936,0.962
0.025813,-0.27104,0.968
0.027657,-0.27104,0.968
0.02941,-0.2702,0.965
0.031248,-0.2702,0.965
0.033086,-0.2702,0.965
0.034924,-0.2702,0.965
0.036762,-0.2702,0.965
0.0386,-0.2702,0.965
0.040438,-0.2702,0.965
0.042276,-0.2702,0.965
0.044251,-0.27104,0.968
0.04619,-0.2716,0.97
0.048038,-0.2716,0.97
0.05004,-0.27244,0.973
0.051893,-0.27244,0.973
0.053747,-0.27244,0.973
0.055429,-0.2716,0.97
0.057276,-0.2716,0.97
0.059124,-0.2716,0.97
0.060657,-0.2702,0.965
0.062495,-0.2702,0.965
0.064533,-0.27104,0.968
0.06672,-0.27244,0.973
0.068573,-0.27244,0.973
0.070427,-0.27244,0.973
0.07228,-0.27244,0.973
0.074133,-0.27244,0.973
0.22117,-0.73892,2.639
0.23123,-0.73892,2.639
-0.021806,-0.2653,0.954
-0.019989,-0.2653,0.954
-0.018171,-0.2653,0.954
-0.016354,-0.2653,0.954
-0.014537,-0.2653,0.954
-0.01272,-0.2653,0.954
-0.010903,-0.2653,0.954
-0.0090857,-0.2653,0.954
-0.0072686,-0.2653,0.954
-0.0054514,-0.2653,0.954
-0.0036343,-0.2653,0.954
-0.0018171,-0.2653,0.954
0,-0.2653,0.954
